Date,Simple Date,Outdoor Temperature (°F),Humidity (%),,Event Rain (in)
2023-03-30T15:05:00-04:00,3/30/2023 15:05,70.9,20,,0
2023-03-30T15:00:00-04:00,3/30/2023 15:00,68.7,20,,0
2023-03-30T14:55:00-04:00,3/30/2023 14:55,70.2,21,,0
2023-03-30T14:50:00-04:00,3/30/2023 14:50,69.8,20,,0
2023-03-30T14:45:00-04:00,3/30/2023 14:45,70.9,18,,0
2023-03-30T14:40:00-04:00,3/30/2023 14:40,71.4,20,,0
2023-03-30T14:35:00-04:00,3/30/2023 14:35,72.7,18,,0
2023-03-30T14:30:00-04:00,3/30/2023 14:30,70.7,21,,0
2023-03-30T14:25:00-04:00,3/30/2023 14:25,72,20,,0
2023-03-30T14:20:00-04:00,3/30/2023 14:20,72.9,20,,0
2023-03-30T14:15:00-04:00,3/30/2023 14:15,71.8,21,,0
2023-03-30T14:10:00-04:00,3/30/2023 14:10,74.7,19,,0
2023-03-30T14:05:00-04:00,3/30/2023 14:05,70.3,20,,0
2023-03-30T14:00:00-04:00,3/30/2023 14:00,69.4,22,,0
2023-03-30T13:55:00-04:00,3/30/2023 13:55,69.8,21,,0
2023-03-30T13:50:00-04:00,3/30/2023 13:50,71.6,21,,0
2023-03-30T13:45:00-04:00,3/30/2023 13:45,70.9,23,,0
2023-03-30T13:40:00-04:00,3/30/2023 13:40,71.4,21,,0
2023-03-30T13:35:00-04:00,3/30/2023 13:35,68.7,24,,0
2023-03-30T13:30:00-04:00,3/30/2023 13:30,67.6,23,,0
2023-03-29T23:55:00-04:00,3/29/2023 23:55,50.9,52,,0
2023-03-29T23:50:00-04:00,3/29/2023 23:50,51.1,51,,0
2023-03-29T23:45:00-04:00,3/29/2023 23:45,50.9,41,,0
2023-03-29T23:40:00-04:00,3/29/2023 23:40,51.3,49,,0
2023-03-29T23:35:00-04:00,3/29/2023 23:35,51.6,51,,0
2023-03-29T23:30:00-04:00,3/29/2023 23:30,51.8,46,,0
2023-03-29T23:25:00-04:00,3/29/2023 23:25,52,50,,0
2023-03-29T23:20:00-04:00,3/29/2023 23:20,51.8,39,,0
2023-03-29T23:15:00-04:00,3/29/2023 23:15,52,42,,0
2023-03-29T23:10:00-04:00,3/29/2023 23:10,52,41,,0
2023-03-29T23:05:00-04:00,3/29/2023 23:05,51.8,40,,0
2023-03-29T23:00:00-04:00,3/29/2023 23:00,51.8,44,,0
2023-03-29T22:55:00-04:00,3/29/2023 22:55,52.3,44,,0
2023-03-29T22:50:00-04:00,3/29/2023 22:50,52.5,42,,0
2023-03-29T22:45:00-04:00,3/29/2023 22:45,52.5,40,,0
2023-03-29T22:40:00-04:00,3/29/2023 22:40,52.5,40,,0
2023-03-29T22:35:00-04:00,3/29/2023 22:35,52.5,41,,0
2023-03-29T22:30:00-04:00,3/29/2023 22:30,52.3,41,,0
2023-03-29T22:25:00-04:00,3/29/2023 22:25,52.5,42,,0
2023-03-29T22:20:00-04:00,3/29/2023 22:20,53.1,43,,0
2023-03-29T22:15:00-04:00,3/29/2023 22:15,53.4,42,,0
2023-03-29T22:10:00-04:00,3/29/2023 22:10,53.8,42,,0
2023-03-29T22:05:00-04:00,3/29/2023 22:05,54,43,,0
2023-03-29T22:00:00-04:00,3/29/2023 22:00,54.1,38,,0
2023-03-29T21:55:00-04:00,3/29/2023 21:55,54.3,40,,0
2023-03-29T21:50:00-04:00,3/29/2023 21:50,54.5,38,,0
2023-03-29T21:45:00-04:00,3/29/2023 21:45,54.7,40,,0
2023-03-29T21:40:00-04:00,3/29/2023 21:40,54.7,37,,0
2023-03-29T21:35:00-04:00,3/29/2023 21:35,55,37,,0
2023-03-29T21:30:00-04:00,3/29/2023 21:30,55,37,,0
2023-03-29T21:25:00-04:00,3/29/2023 21:25,55.4,37,,0
2023-03-29T21:20:00-04:00,3/29/2023 21:20,55.6,39,,0
2023-03-29T21:15:00-04:00,3/29/2023 21:15,55.9,39,,0
2023-03-29T21:10:00-04:00,3/29/2023 21:10,56.1,37,,0
2023-03-29T21:05:00-04:00,3/29/2023 21:05,56.5,39,,0
2023-03-29T21:00:00-04:00,3/29/2023 21:00,56.8,35,,0
2023-03-29T20:55:00-04:00,3/29/2023 20:55,57,35,,0
2023-03-29T20:50:00-04:00,3/29/2023 20:50,57.2,33,,0
2023-03-29T20:45:00-04:00,3/29/2023 20:45,57.4,35,,0
2023-03-29T20:40:00-04:00,3/29/2023 20:40,57.6,32,,0
2023-03-29T20:35:00-04:00,3/29/2023 20:35,57.7,33,,0
2023-03-29T20:30:00-04:00,3/29/2023 20:30,57.9,34,,0
2023-03-29T20:25:00-04:00,3/29/2023 20:25,58.1,33,,0
2023-03-29T20:20:00-04:00,3/29/2023 20:20,58.6,31,,0
2023-03-29T20:15:00-04:00,3/29/2023 20:15,59.2,31,,0
2023-03-29T20:10:00-04:00,3/29/2023 20:10,59.7,29,,0
2023-03-29T20:05:00-04:00,3/29/2023 20:05,60.1,28,,0
2023-03-29T20:00:00-04:00,3/29/2023 20:00,60.4,28,,0
2023-03-29T19:55:00-04:00,3/29/2023 19:55,61,26,,0
2023-03-29T19:50:00-04:00,3/29/2023 19:50,61.3,26,,0
2023-03-29T19:45:00-04:00,3/29/2023 19:45,61.5,26,,0
2023-03-29T19:40:00-04:00,3/29/2023 19:40,61.9,26,,0
2023-03-29T19:35:00-04:00,3/29/2023 19:35,62.1,25,,0
2023-03-29T19:30:00-04:00,3/29/2023 19:30,62.2,26,,0
2023-03-29T19:25:00-04:00,3/29/2023 19:25,62.6,26,,0
2023-03-29T19:20:00-04:00,3/29/2023 19:20,62.8,25,,0
2023-03-29T19:15:00-04:00,3/29/2023 19:15,63.1,25,,0
2023-03-29T19:10:00-04:00,3/29/2023 19:10,63.5,25,,0
2023-03-29T19:05:00-04:00,3/29/2023 19:05,63.9,24,,0
2023-03-29T19:00:00-04:00,3/29/2023 19:00,64.9,23,,0
2023-03-29T18:55:00-04:00,3/29/2023 18:55,64.8,23,,0
2023-03-29T18:50:00-04:00,3/29/2023 18:50,63.7,25,,0
2023-03-29T18:45:00-04:00,3/29/2023 18:45,63.7,26,,0
2023-03-29T18:40:00-04:00,3/29/2023 18:40,63.7,25,,0
2023-03-29T18:35:00-04:00,3/29/2023 18:35,63.9,27,,0
2023-03-29T18:30:00-04:00,3/29/2023 18:30,63.5,27,,0
2023-03-29T18:25:00-04:00,3/29/2023 18:25,63.5,26,,0
2023-03-29T18:20:00-04:00,3/29/2023 18:20,64.4,25,,0
2023-03-29T18:15:00-04:00,3/29/2023 18:15,65.3,26,,0
2023-03-29T18:10:00-04:00,3/29/2023 18:10,66,24,,0
2023-03-29T18:05:00-04:00,3/29/2023 18:05,65.7,23,,0
2023-03-29T18:00:00-04:00,3/29/2023 18:00,65.7,23,,0
2023-03-29T17:55:00-04:00,3/29/2023 17:55,65.7,24,,0
2023-03-29T17:50:00-04:00,3/29/2023 17:50,64.2,25,,0
2023-03-29T17:45:00-04:00,3/29/2023 17:45,64,25,,0
2023-03-29T17:40:00-04:00,3/29/2023 17:40,64.2,26,,0
2023-03-29T17:35:00-04:00,3/29/2023 17:35,64.8,25,,0
2023-03-29T17:30:00-04:00,3/29/2023 17:30,64.6,25,,0
2023-03-29T17:25:00-04:00,3/29/2023 17:25,64,26,,0
2023-03-29T17:20:00-04:00,3/29/2023 17:20,63.1,25,,0
2023-03-29T17:15:00-04:00,3/29/2023 17:15,63.3,25,,0
2023-03-29T17:10:00-04:00,3/29/2023 17:10,62.8,28,,0
2023-03-29T17:05:00-04:00,3/29/2023 17:05,63.5,25,,0
2023-03-29T17:00:00-04:00,3/29/2023 17:00,63.1,26,,0
2023-03-29T16:55:00-04:00,3/29/2023 16:55,62.8,24,,0
2023-03-29T16:50:00-04:00,3/29/2023 16:50,63.5,25,,0
2023-03-29T16:45:00-04:00,3/29/2023 16:45,64,25,,0
2023-03-29T16:40:00-04:00,3/29/2023 16:40,63.5,28,,0
2023-03-29T16:35:00-04:00,3/29/2023 16:35,63.3,29,,0
2023-03-29T16:30:00-04:00,3/29/2023 16:30,62.8,27,,0
2023-03-29T16:25:00-04:00,3/29/2023 16:25,62.1,29,,0
2023-03-29T16:20:00-04:00,3/29/2023 16:20,62.6,29,,0
2023-03-29T16:15:00-04:00,3/29/2023 16:15,62.1,29,,0
2023-03-29T16:10:00-04:00,3/29/2023 16:10,62.2,28,,0
2023-03-29T16:05:00-04:00,3/29/2023 16:05,62.2,27,,0
2023-03-29T16:00:00-04:00,3/29/2023 16:00,61.7,30,,0
2023-03-29T15:55:00-04:00,3/29/2023 15:55,62.1,28,,0
2023-03-29T15:50:00-04:00,3/29/2023 15:50,61.5,27,,0
2023-03-29T15:45:00-04:00,3/29/2023 15:45,61.9,27,,0
2023-03-29T15:40:00-04:00,3/29/2023 15:40,61.5,30,,0
2023-03-29T15:35:00-04:00,3/29/2023 15:35,62.4,26,,0
2023-03-29T15:30:00-04:00,3/29/2023 15:30,61.9,28,,0
2023-03-29T15:25:00-04:00,3/29/2023 15:25,61.9,29,,0
2023-03-29T15:20:00-04:00,3/29/2023 15:20,63,26,,0
2023-03-29T15:15:00-04:00,3/29/2023 15:15,62.2,28,,0
2023-03-29T15:10:00-04:00,3/29/2023 15:10,61.2,27,,0
2023-03-29T15:05:00-04:00,3/29/2023 15:05,60.6,28,,0
2023-03-29T15:00:00-04:00,3/29/2023 15:00,60.6,28,,0
2023-03-29T14:55:00-04:00,3/29/2023 14:55,61.2,29,,0
2023-03-29T14:50:00-04:00,3/29/2023 14:50,60.4,27,,0
2023-03-29T14:45:00-04:00,3/29/2023 14:45,60.6,27,,0
2023-03-29T14:40:00-04:00,3/29/2023 14:40,60.8,27,,0
2023-03-29T14:35:00-04:00,3/29/2023 14:35,60.8,29,,0
2023-03-29T14:30:00-04:00,3/29/2023 14:30,60.6,28,,0
2023-03-29T14:25:00-04:00,3/29/2023 14:25,60.6,32,,0
2023-03-29T14:20:00-04:00,3/29/2023 14:20,61,29,,0
2023-03-29T14:15:00-04:00,3/29/2023 14:15,60.3,27,,0
2023-03-29T14:10:00-04:00,3/29/2023 14:10,61,30,,0
2023-03-29T14:05:00-04:00,3/29/2023 14:05,61.2,31,,0
2023-03-29T14:00:00-04:00,3/29/2023 14:00,61,29,,0
2023-03-29T13:55:00-04:00,3/29/2023 13:55,60.3,33,,0
2023-03-29T13:50:00-04:00,3/29/2023 13:50,60.3,31,,0
2023-03-29T13:45:00-04:00,3/29/2023 13:45,61,31,,0
2023-03-29T13:40:00-04:00,3/29/2023 13:40,60.3,30,,0
2023-03-29T13:35:00-04:00,3/29/2023 13:35,60.4,30,,0
2023-03-29T13:30:00-04:00,3/29/2023 13:30,60.1,31,,0
2023-03-28T23:55:00-04:00,3/28/2023 23:55,54.5,45,,0
2023-03-28T23:50:00-04:00,3/28/2023 23:50,54.5,45,,0
2023-03-28T23:45:00-04:00,3/28/2023 23:45,54.9,45,,0
2023-03-28T23:40:00-04:00,3/28/2023 23:40,55.2,45,,0
2023-03-28T23:35:00-04:00,3/28/2023 23:35,55.2,44,,0
2023-03-28T23:30:00-04:00,3/28/2023 23:30,55.6,43,,0
2023-03-28T23:25:00-04:00,3/28/2023 23:25,55.8,43,,0
2023-03-28T23:20:00-04:00,3/28/2023 23:20,55.9,42,,0
2023-03-28T23:15:00-04:00,3/28/2023 23:15,56.3,42,,0
2023-03-28T23:10:00-04:00,3/28/2023 23:10,56.5,42,,0
2023-03-28T23:05:00-04:00,3/28/2023 23:05,56.7,42,,0
2023-03-28T23:00:00-04:00,3/28/2023 23:00,56.8,41,,0
2023-03-28T22:55:00-04:00,3/28/2023 22:55,57,41,,0
2023-03-28T22:50:00-04:00,3/28/2023 22:50,57.4,41,,0
2023-03-28T22:45:00-04:00,3/28/2023 22:45,57.6,41,,0
2023-03-28T22:40:00-04:00,3/28/2023 22:40,57.9,40,,0
2023-03-28T22:35:00-04:00,3/28/2023 22:35,58.1,40,,0
2023-03-28T22:30:00-04:00,3/28/2023 22:30,58.3,40,,0
2023-03-28T22:25:00-04:00,3/28/2023 22:25,58.6,40,,0
2023-03-28T22:20:00-04:00,3/28/2023 22:20,59,40,,0
2023-03-28T22:15:00-04:00,3/28/2023 22:15,59.2,40,,0
2023-03-28T22:10:00-04:00,3/28/2023 22:10,59.4,39,,0
2023-03-28T22:05:00-04:00,3/28/2023 22:05,59.7,39,,0
2023-03-28T22:00:00-04:00,3/28/2023 22:00,60.1,38,,0
2023-03-28T21:55:00-04:00,3/28/2023 21:55,60.3,37,,0
2023-03-28T21:50:00-04:00,3/28/2023 21:50,60.4,37,,0
2023-03-28T21:45:00-04:00,3/28/2023 21:45,60.6,37,,0
2023-03-28T21:40:00-04:00,3/28/2023 21:40,61,37,,0
2023-03-28T21:35:00-04:00,3/28/2023 21:35,61.2,37,,0
2023-03-28T21:30:00-04:00,3/28/2023 21:30,61.5,37,,0
2023-03-28T21:25:00-04:00,3/28/2023 21:25,61.7,37,,0
2023-03-28T21:20:00-04:00,3/28/2023 21:20,62.1,36,,0
2023-03-28T21:15:00-04:00,3/28/2023 21:15,62.4,36,,0
2023-03-28T21:10:00-04:00,3/28/2023 21:10,62.6,36,,0
2023-03-28T21:05:00-04:00,3/28/2023 21:05,63,36,,0
2023-03-28T21:00:00-04:00,3/28/2023 21:00,63.1,35,,0
2023-03-28T20:55:00-04:00,3/28/2023 20:55,63.3,35,,0
2023-03-28T20:50:00-04:00,3/28/2023 20:50,63.9,36,,0
2023-03-28T20:45:00-04:00,3/28/2023 20:45,64,36,,0
2023-03-28T20:40:00-04:00,3/28/2023 20:40,64.2,36,,0
2023-03-28T20:35:00-04:00,3/28/2023 20:35,64.6,39,,0
2023-03-28T20:30:00-04:00,3/28/2023 20:30,64.9,39,,0
2023-03-28T20:25:00-04:00,3/28/2023 20:25,65.3,42,,0
2023-03-28T20:20:00-04:00,3/28/2023 20:20,66,44,,0
2023-03-28T20:15:00-04:00,3/28/2023 20:15,66.2,44,,0
2023-03-28T20:10:00-04:00,3/28/2023 20:10,66.4,44,,0
2023-03-28T20:05:00-04:00,3/28/2023 20:05,66.6,46,,0
2023-03-28T20:00:00-04:00,3/28/2023 20:00,66.7,46,,0
2023-03-28T19:55:00-04:00,3/28/2023 19:55,66.9,46,,0
2023-03-28T19:50:00-04:00,3/28/2023 19:50,66.9,45,,0
2023-03-28T19:45:00-04:00,3/28/2023 19:45,67.1,45,,0
2023-03-28T19:40:00-04:00,3/28/2023 19:40,67.3,44,,0
2023-03-28T19:35:00-04:00,3/28/2023 19:35,67.6,44,,0
2023-03-28T19:30:00-04:00,3/28/2023 19:30,67.8,44,,0
2023-03-28T19:25:00-04:00,3/28/2023 19:25,68,44,,0
2023-03-28T19:20:00-04:00,3/28/2023 19:20,68.2,45,,0
2023-03-28T19:15:00-04:00,3/28/2023 19:15,68.2,44,,0
2023-03-28T19:10:00-04:00,3/28/2023 19:10,68.4,45,,0
2023-03-28T19:05:00-04:00,3/28/2023 19:05,68.5,45,,0
2023-03-28T19:00:00-04:00,3/28/2023 19:00,68.7,44,,0
2023-03-28T18:55:00-04:00,3/28/2023 18:55,68.9,44,,0
2023-03-28T18:50:00-04:00,3/28/2023 18:50,69.3,44,,0
2023-03-28T18:45:00-04:00,3/28/2023 18:45,69.6,44,,0
2023-03-28T18:40:00-04:00,3/28/2023 18:40,70.2,43,,0
2023-03-28T18:35:00-04:00,3/28/2023 18:35,70,43,,0
2023-03-28T18:30:00-04:00,3/28/2023 18:30,70.3,43,,0
2023-03-28T18:25:00-04:00,3/28/2023 18:25,70.5,43,,0
2023-03-28T18:20:00-04:00,3/28/2023 18:20,70.3,43,,0
2023-03-28T18:15:00-04:00,3/28/2023 18:15,70.3,43,,0
2023-03-28T18:10:00-04:00,3/28/2023 18:10,70.5,43,,0
2023-03-28T18:05:00-04:00,3/28/2023 18:05,70.3,43,,0
2023-03-28T18:00:00-04:00,3/28/2023 18:00,70.3,44,,0
2023-03-28T17:55:00-04:00,3/28/2023 17:55,70.5,43,,0
2023-03-28T17:50:00-04:00,3/28/2023 17:50,70.7,43,,0
2023-03-28T17:45:00-04:00,3/28/2023 17:45,70.9,42,,0
2023-03-28T17:40:00-04:00,3/28/2023 17:40,71.1,42,,0
2023-03-28T17:35:00-04:00,3/28/2023 17:35,70.9,42,,0
2023-03-28T17:30:00-04:00,3/28/2023 17:30,71.2,42,,0
2023-03-28T17:25:00-04:00,3/28/2023 17:25,70.7,42,,0
2023-03-28T17:20:00-04:00,3/28/2023 17:20,70.7,42,,0
2023-03-28T17:15:00-04:00,3/28/2023 17:15,71.2,41,,0
2023-03-28T17:10:00-04:00,3/28/2023 17:10,71.2,41,,0
2023-03-28T17:05:00-04:00,3/28/2023 17:05,71.8,41,,0
2023-03-28T17:00:00-04:00,3/28/2023 17:00,72.5,40,,0
2023-03-28T16:55:00-04:00,3/28/2023 16:55,72.3,40,,0
2023-03-28T16:50:00-04:00,3/28/2023 16:50,72.3,41,,0
2023-03-28T16:45:00-04:00,3/28/2023 16:45,72.7,40,,0
2023-03-28T16:40:00-04:00,3/28/2023 16:40,72.5,41,,0
2023-03-28T16:35:00-04:00,3/28/2023 16:35,72.1,41,,0
2023-03-28T16:30:00-04:00,3/28/2023 16:30,71.6,41,,0
2023-03-28T16:25:00-04:00,3/28/2023 16:25,72,41,,0
2023-03-28T16:20:00-04:00,3/28/2023 16:20,71.8,41,,0
2023-03-28T16:15:00-04:00,3/28/2023 16:15,71.8,43,,0
2023-03-28T16:10:00-04:00,3/28/2023 16:10,71.2,45,,0
2023-03-28T16:05:00-04:00,3/28/2023 16:05,71.1,45,,0
2023-03-28T16:00:00-04:00,3/28/2023 16:00,71.4,45,,0
2023-03-28T15:55:00-04:00,3/28/2023 15:55,72,41,,0
2023-03-28T15:50:00-04:00,3/28/2023 15:50,72,41,,0
2023-03-28T15:46:00-04:00,3/28/2023 15:46,72,41,,0
2023-03-28T15:40:00-04:00,3/28/2023 15:40,72,40,,0
2023-03-28T15:35:00-04:00,3/28/2023 15:35,71.8,41,,0
2023-03-28T15:30:00-04:00,3/28/2023 15:30,72,39,,0
2023-03-28T15:25:00-04:00,3/28/2023 15:25,72,40,,0
2023-03-28T15:20:00-04:00,3/28/2023 15:20,71.8,40,,0
2023-03-28T15:15:00-04:00,3/28/2023 15:15,72.1,40,,0
2023-03-28T15:10:00-04:00,3/28/2023 15:10,72.1,40,,0
2023-03-28T15:05:00-04:00,3/28/2023 15:05,72.3,39,,0
2023-03-28T15:00:00-04:00,3/28/2023 15:00,72.5,39,,0
2023-03-28T14:55:00-04:00,3/28/2023 14:55,73.2,39,,0
2023-03-28T14:50:00-04:00,3/28/2023 14:50,72.9,40,,0
2023-03-28T14:45:00-04:00,3/28/2023 14:45,73,39,,0
2023-03-28T14:40:00-04:00,3/28/2023 14:40,73,38,,0
2023-03-28T14:35:00-04:00,3/28/2023 14:35,73,38,,0
2023-03-28T14:30:00-04:00,3/28/2023 14:30,73,37,,0
2023-03-28T14:25:00-04:00,3/28/2023 14:25,73.2,37,,0
2023-03-28T14:20:00-04:00,3/28/2023 14:20,72.9,38,,0
2023-03-28T14:15:00-04:00,3/28/2023 14:15,72.9,40,,0
2023-03-28T14:10:00-04:00,3/28/2023 14:10,72,41,,0
2023-03-28T14:05:00-04:00,3/28/2023 14:05,71.8,40,,0
2023-03-28T14:00:00-04:00,3/28/2023 14:00,71.6,40,,0
2023-03-28T13:55:00-04:00,3/28/2023 13:55,71.4,42,,0
2023-03-28T13:50:00-04:00,3/28/2023 13:50,71.4,39,,0
2023-03-28T13:45:00-04:00,3/28/2023 13:45,71.2,39,,0
2023-03-28T13:40:00-04:00,3/28/2023 13:40,71.6,39,,0
2023-03-28T13:35:00-04:00,3/28/2023 13:35,71.8,39,,0
2023-03-28T13:30:00-04:00,3/28/2023 13:30,71.8,40,,0
2023-03-27T23:55:00-04:00,3/27/2023 23:55,64.8,54,,2.24
2023-03-27T23:50:00-04:00,3/27/2023 23:50,64.9,54,,2.24
2023-03-27T23:45:00-04:00,3/27/2023 23:45,65.5,52,,2.24
2023-03-27T23:40:00-04:00,3/27/2023 23:40,65.7,51,,2.24
2023-03-27T23:35:00-04:00,3/27/2023 23:35,66,50,,2.24
2023-03-27T23:30:00-04:00,3/27/2023 23:30,66.2,49,,2.24
2023-03-27T23:25:00-04:00,3/27/2023 23:25,66,50,,2.24
2023-03-27T23:20:00-04:00,3/27/2023 23:20,66.4,49,,2.24
2023-03-27T23:15:00-04:00,3/27/2023 23:15,66.4,49,,2.24
2023-03-27T23:10:00-04:00,3/27/2023 23:10,66,49,,2.24
2023-03-27T23:05:00-04:00,3/27/2023 23:05,66,50,,2.24
2023-03-27T23:00:00-04:00,3/27/2023 23:00,66.4,51,,2.24
2023-03-27T22:55:00-04:00,3/27/2023 22:55,66.4,48,,2.24
2023-03-27T22:50:00-04:00,3/27/2023 22:50,66.7,49,,2.24
2023-03-27T22:45:00-04:00,3/27/2023 22:45,67.3,47,,2.24
2023-03-27T22:40:00-04:00,3/27/2023 22:40,67.6,46,,2.24
2023-03-27T22:35:00-04:00,3/27/2023 22:35,68.4,45,,2.24
2023-03-27T22:30:00-04:00,3/27/2023 22:30,68.7,44,,2.24
2023-03-27T22:25:00-04:00,3/27/2023 22:25,68.9,45,,2.24
2023-03-27T22:20:00-04:00,3/27/2023 22:20,69.4,43,,2.24
2023-03-27T22:15:00-04:00,3/27/2023 22:15,69.8,42,,2.24
2023-03-27T22:10:00-04:00,3/27/2023 22:10,70.2,41,,2.24
2023-03-27T22:05:00-04:00,3/27/2023 22:05,70,42,,2.24
2023-03-27T22:00:00-04:00,3/27/2023 22:00,69.8,42,,2.24
2023-03-27T21:55:00-04:00,3/27/2023 21:55,70,43,,2.24
2023-03-27T21:50:00-04:00,3/27/2023 21:50,70.3,42,,2.24
2023-03-27T21:45:00-04:00,3/27/2023 21:45,70.9,41,,2.24
2023-03-27T21:40:00-04:00,3/27/2023 21:40,70.7,41,,2.24
2023-03-27T21:35:00-04:00,3/27/2023 21:35,70.5,43,,2.24
2023-03-27T21:30:00-04:00,3/27/2023 21:30,70.2,42,,2.24
2023-03-27T21:25:00-04:00,3/27/2023 21:25,70.5,43,,2.24
2023-03-27T21:20:00-04:00,3/27/2023 21:20,71.1,41,,2.24
2023-03-27T21:15:00-04:00,3/27/2023 21:15,71.2,40,,2.24
2023-03-27T21:10:00-04:00,3/27/2023 21:10,71.2,41,,2.24
2023-03-27T21:05:00-04:00,3/27/2023 21:05,71.4,40,,2.24
2023-03-27T21:00:00-04:00,3/27/2023 21:00,71.6,40,,2.24
2023-03-27T20:55:00-04:00,3/27/2023 20:55,71.8,41,,2.24
2023-03-27T20:50:00-04:00,3/27/2023 20:50,72.1,39,,2.24
2023-03-27T20:45:00-04:00,3/27/2023 20:45,72.1,40,,2.24
2023-03-27T20:40:00-04:00,3/27/2023 20:40,72.3,41,,2.24
2023-03-27T20:35:00-04:00,3/27/2023 20:35,72.5,41,,2.24
2023-03-27T20:30:00-04:00,3/27/2023 20:30,72.7,40,,2.24
2023-03-27T20:25:00-04:00,3/27/2023 20:25,72.9,40,,2.24
2023-03-27T20:20:00-04:00,3/27/2023 20:20,73,41,,2.24
2023-03-27T20:15:00-04:00,3/27/2023 20:15,73.4,40,,2.24
2023-03-27T20:10:00-04:00,3/27/2023 20:10,73.8,40,,2.24
2023-03-27T20:05:00-04:00,3/27/2023 20:05,74.1,40,,2.24
2023-03-27T20:00:00-04:00,3/27/2023 20:00,74.5,40,,2.24
2023-03-27T19:55:00-04:00,3/27/2023 19:55,74.7,39,,2.24
2023-03-27T19:50:00-04:00,3/27/2023 19:50,74.8,39,,2.24
2023-03-27T19:45:00-04:00,3/27/2023 19:45,75.2,39,,2.24
2023-03-27T19:40:00-04:00,3/27/2023 19:40,75.4,38,,2.24
2023-03-27T19:35:00-04:00,3/27/2023 19:35,75.7,37,,2.24
2023-03-27T19:30:00-04:00,3/27/2023 19:30,75.9,37,,2.24
2023-03-27T19:25:00-04:00,3/27/2023 19:25,76.5,38,,2.24
2023-03-27T19:20:00-04:00,3/27/2023 19:20,76.6,38,,2.24
2023-03-27T19:15:00-04:00,3/27/2023 19:15,76.8,37,,2.24
2023-03-27T19:10:00-04:00,3/27/2023 19:10,77.2,38,,2.24
2023-03-27T19:05:00-04:00,3/27/2023 19:05,77.4,36,,2.24
2023-03-27T19:00:00-04:00,3/27/2023 19:00,77.9,36,,2.24
2023-03-27T18:55:00-04:00,3/27/2023 18:55,78.1,36,,2.24
2023-03-27T18:50:00-04:00,3/27/2023 18:50,77.7,36,,2.24
2023-03-27T18:45:00-04:00,3/27/2023 18:45,77.5,37,,2.24
2023-03-27T18:40:00-04:00,3/27/2023 18:40,77.7,35,,2.24
2023-03-27T18:35:00-04:00,3/27/2023 18:35,77.9,36,,2.24
2023-03-27T18:30:00-04:00,3/27/2023 18:30,77.9,37,,2.24
2023-03-27T18:25:00-04:00,3/27/2023 18:25,78.3,37,,2.24
2023-03-27T18:20:00-04:00,3/27/2023 18:20,78.3,37,,2.24
2023-03-27T18:15:00-04:00,3/27/2023 18:15,78.4,36,,2.24
2023-03-27T18:10:00-04:00,3/27/2023 18:10,80.1,35,,2.24
2023-03-27T18:05:00-04:00,3/27/2023 18:05,80.1,35,,2.24
2023-03-27T18:00:00-04:00,3/27/2023 18:00,79.2,35,,2.24
2023-03-27T17:55:00-04:00,3/27/2023 17:55,79.9,35,,2.24
2023-03-27T17:50:00-04:00,3/27/2023 17:50,79.7,35,,2.24
2023-03-27T17:45:00-04:00,3/27/2023 17:45,78.6,36,,2.24
2023-03-27T17:40:00-04:00,3/27/2023 17:40,79.3,36,,2.24
2023-03-27T17:35:00-04:00,3/27/2023 17:35,79.3,35,,2.24
2023-03-27T17:30:00-04:00,3/27/2023 17:30,79.5,35,,2.24
2023-03-27T17:25:00-04:00,3/27/2023 17:25,79.3,34,,2.24
2023-03-27T17:20:00-04:00,3/27/2023 17:20,79.2,35,,2.24
2023-03-27T17:15:00-04:00,3/27/2023 17:15,79.2,34,,2.24
2023-03-27T17:10:00-04:00,3/27/2023 17:10,79.3,34,,2.24
2023-03-27T17:05:00-04:00,3/27/2023 17:05,79.7,36,,2.24
2023-03-27T17:00:00-04:00,3/27/2023 17:00,80.6,34,,2.24
2023-03-27T16:55:00-04:00,3/27/2023 16:55,80.1,34,,2.24
2023-03-27T16:50:00-04:00,3/27/2023 16:50,79.9,36,,2.24
2023-03-27T16:45:00-04:00,3/27/2023 16:45,80.2,34,,2.24
2023-03-27T16:40:00-04:00,3/27/2023 16:40,79,35,,2.24
2023-03-27T16:35:00-04:00,3/27/2023 16:35,79.2,36,,2.24
2023-03-27T16:30:00-04:00,3/27/2023 16:30,78.8,37,,2.24
2023-03-27T16:25:00-04:00,3/27/2023 16:25,78.8,38,,2.24
2023-03-27T16:20:00-04:00,3/27/2023 16:20,78.8,38,,2.24
2023-03-27T16:15:00-04:00,3/27/2023 16:15,78.4,38,,2.24
2023-03-27T16:10:00-04:00,3/27/2023 16:10,78.6,37,,2.24
2023-03-27T16:05:00-04:00,3/27/2023 16:05,78.4,36,,2.24
2023-03-27T16:00:00-04:00,3/27/2023 16:00,78.4,37,,2.24
2023-03-27T15:55:00-04:00,3/27/2023 15:55,78.3,37,,2.24
2023-03-27T15:50:00-04:00,3/27/2023 15:50,77.9,39,,2.24
2023-03-27T15:45:00-04:00,3/27/2023 15:45,77.4,38,,2.24
2023-03-27T15:40:00-04:00,3/27/2023 15:40,77.9,36,,2.24
2023-03-27T15:35:00-04:00,3/27/2023 15:35,77.2,40,,2.24
2023-03-27T15:30:00-04:00,3/27/2023 15:30,77.5,44,,2.24
